order_detail_id,order_id,product_id,quantity,sales_amount,discount,profit
1498,595,57,5,14488.78,0.05,5669.98
1499,595,2,1,3481.95,0.1,1136.1
1500,595,20,2,5198.64,0.0,1662.66
1501,596,120,5,12630.6,0.0,4944.4
1502,596,46,4,8946.91,0.05,2537.15
1503,597,70,5,15300.68,0.15,4872.71
1504,597,17,2,1232.72,0.05,414.47
1505,597,1,5,21316.05,0.1,5319.09
1506,598,69,5,23872.1,0.0,7436.5
1507,598,90,5,3785.65,0.0,635.2
1508,599,113,2,1446.57,0.05,488.95
1509,599,56,4,2049.19,0.1,767.41
1510,600,20,5,11696.94,0.1,3740.99
1511,600,97,5,4408.87,0.15,1772.17
1512,601,9,1,2219.04,0.15,534.0
1513,601,55,1,2221.29,0.0,676.9
1514,602,39,2,6925.08,0.0,1743.72
1515,602,10,5,9067.0,0.2,1524.04
1516,603,32,5,15977.56,0.2,3885.84
1517,603,46,2,4708.9,0.0,1335.34
1518,604,92,1,2385.6,0.0,925.47
1519,604,53,2,2961.77,0.1,894.64
1520,605,93,1,2188.04,0.05,527.25
1521,605,53,2,3290.86,0.0,994.04
1522,606,6,3,13056.45,0.05,3293.03
1523,606,118,5,18026.5,0.15,4762.17
1524,607,13,3,9637.66,0.2,4108.49
1525,607,52,1,2945.41,0.0,1175.59
1526,608,47,3,6152.04,0.05,2719.95
1527,608,117,4,6345.64,0.0,2499.36
1528,609,34,1,3803.08,0.1,1322.79
1529,609,16,3,3935.71,0.2,793.37
1530,609,79,1,2777.15,0.0,718.02
1531,610,90,1,643.56,0.15,107.98
1532,610,38,4,16982.96,0.1,5442.12
1533,610,36,1,1893.75,0.1,412.71
1534,611,97,4,3319.62,0.2,1334.34
1535,611,95,1,3475.56,0.15,1444.01
1536,612,17,5,2757.4,0.15,927.09
1537,612,90,5,3217.8,0.15,539.92
1538,612,34,1,3591.79,0.15,1249.3
1539,613,70,1,3240.14,0.1,1031.87
1540,613,117,4,5393.79,0.15,2124.46
1541,613,94,2,3461.54,0.0,1245.88
1542,614,35,4,14786.67,0.05,2418.24
1543,614,11,4,3605.63,0.15,629.48
1544,615,109,2,3590.11,0.05,1122.42
1545,615,14,5,24023.15,0.0,7502.45
1546,615,101,4,14204.38,0.2,4476.19
1547,616,49,4,5442.96,0.15,1816.11
1548,616,34,5,17958.97,0.15,6246.52
1549,616,70,2,5760.26,0.2,1834.43
1550,617,75,5,16947.17,0.15,7250.16
1551,617,51,4,17271.0,0.05,2703.74
1552,618,120,4,8588.81,0.15,3362.19
1553,618,65,3,11628.62,0.2,2504.9
1554,619,115,3,8729.09,0.05,2422.84
1555,619,111,5,19203.97,0.05,3349.08
1556,619,12,3,6520.92,0.2,2463.02
1557,620,7,5,1377.55,0.0,399.95
1558,620,15,5,5469.6,0.2,1317.24
1559,620,16,2,3279.76,0.0,661.14
1560,621,109,4,7180.21,0.05,2244.85
1561,621,88,2,5622.56,0.2,2275.89
1562,622,119,1,4136.78,0.05,680.29
1563,622,49,1,1600.87,0.0,534.15
1564,623,61,4,13165.7,0.2,2529.76
1565,623,11,1,1060.48,0.0,185.14
1566,624,107,5,10835.46,0.15,1736.12
1567,624,77,4,11238.0,0.0,2391.28
1568,625,54,4,1611.78,0.2,515.1
1569,625,41,2,2972.54,0.0,998.78
1570,625,32,5,16976.16,0.15,4128.7
1571,626,34,3,12043.07,0.05,4188.84
1572,627,77,4,10114.2,0.1,2152.15
1573,627,8,1,2174.42,0.0,967.58
1574,628,4,5,17073.45,0.05,7636.24
1575,628,77,2,5338.05,0.05,1135.86
1576,628,84,5,9631.31,0.15,4303.59
1577,629,33,1,434.85,0.05,138.66
1578,629,23,4,10514.02,0.1,3876.23
1579,630,88,3,8433.84,0.2,3413.83
1580,630,111,5,17182.49,0.15,2996.55
1581,631,56,1,540.76,0.05,202.51
1582,631,64,4,4423.54,0.05,1573.66
1583,631,53,2,3290.86,0.0,994.04
1584,632,105,3,5574.06,0.05,2178.77
1585,632,102,4,8595.03,0.05,3856.28
1586,632,120,4,9094.03,0.1,3559.97
1587,633,44,1,543.4,0.15,90.81
1588,633,69,4,18142.8,0.05,5651.74
1589,633,115,3,9188.52,0.0,2550.36
1590,634,25,5,5304.5,0.0,1033.7
1591,634,101,4,17755.48,0.0,5595.24
1592,634,65,2,9205.99,0.05,1983.05
1593,635,34,4,15212.3,0.1,5291.17
1594,635,103,2,1969.63,0.2,721.86
1595,636,24,4,17616.65,0.05,4310.3
1596,636,99,3,3938.73,0.0,1293.81
1597,637,14,3,12251.81,0.15,3826.25
1598,637,51,5,21588.75,0.05,3379.67
1599,637,81,2,825.24,0.0,127.84
1600,638,2,4,15475.32,0.0,5049.32
1601,638,89,2,4393.36,0.0,709.44
1602,639,23,3,8761.68,0.0,3230.19
1603,639,20,4,9357.55,0.1,2992.79
1604,640,113,4,2893.13,0.05,977.89
1605,640,62,4,19505.12,0.0,7980.76
1606,641,98,5,14436.35,0.0,2345.35
1607,641,41,4,5945.08,0.0,1997.56
1608,642,14,2,9128.8,0.05,2850.93
1609,642,11,1,1060.48,0.0,185.14
1610,643,48,5,9019.25,0.05,3806.84
1611,643,117,5,6742.24,0.15,2655.57
1612,644,82,1,3451.87,0.0,1139.51
1613,644,50,5,3032.8,0.0,544.85
1614,645,14,5,20419.68,0.15,6377.08
1615,645,61,4,14811.41,0.1,2845.98
1616,646,92,2,4771.2,0.0,1850.94
1617,646,64,1,1164.09,0.0,414.12
1618,646,72,5,17556.88,0.15,3709.82
1619,647,113,1,723.28,0.05,244.47
1620,647,46,4,9417.8,0.0,2670.68
1621,647,57,4,11591.03,0.05,4535.98
1622,648,110,4,4112.52,0.0,1019.6
1623,648,22,2,7241.78,0.2,1754.78
1624,648,82,1,3451.87,0.0,1139.51
1625,649,7,3,826.53,0.0,239.97
1626,649,27,4,3390.06,0.05,690.88
1627,649,68,2,8413.06,0.1,3281.6
1628,650,45,5,3344.12,0.2,1316.84
1629,650,90,4,2574.24,0.15,431.94
1630,651,7,5,1308.67,0.05,379.95
1631,651,60,2,6036.15,0.05,1260.21
1632,652,34,3,12676.92,0.0,4409.31
1633,652,66,1,1411.4,0.2,516.45
1634,652,23,5,11682.24,0.2,4306.92
1635,653,97,3,2956.53,0.05,1188.39
1636,653,30,3,9831.84,0.05,2829.91
1637,653,65,1,4845.26,0.0,1043.71
1638,654,87,3,5814.48,0.2,1431.14
1639,654,55,3,6330.68,0.05,1929.16
1640,654,33,4,1739.41,0.05,554.65
1641,655,95,2,8177.78,0.0,3397.66
1642,655,19,1,245.36,0.0,97.8
1643,656,25,4,4031.42,0.05,785.61
1644,656,20,5,11047.11,0.15,3533.15
1645,657,98,4,9239.26,0.2,1501.02
1646,657,95,5,16355.56,0.2,6795.32
1647,658,105,4,7040.92,0.1,2752.13
1648,658,11,4,4241.92,0.0,740.56
1649,659,32,2,7189.9,0.1,1748.63
1650,659,86,2,2521.9,0.0,851.8
1651,659,38,2,8019.73,0.15,2569.89
1652,660,69,2,9548.84,0.0,2974.6
1653,660,49,4,6083.31,0.05,2029.77
1654,660,88,1,2811.28,0.2,1137.94
1655,661,70,1,3060.14,0.15,974.54
1656,661,8,4,8697.68,0.0,3870.32
1657,662,106,3,1792.75,0.2,446.02
1658,662,6,2,9162.42,0.0,2310.9
1659,662,33,4,1556.32,0.15,496.26
1660,663,102,5,9612.86,0.15,4312.94
1661,663,30,2,6554.56,0.05,1886.6
1662,663,42,5,19813.35,0.0,7999.0
1663,664,43,2,3933.36,0.05,1344.38
1664,664,109,1,1889.53,0.0,590.75
1665,665,110,1,873.91,0.15,216.67
1666,665,118,1,3393.22,0.2,896.41
1667,666,112,4,10918.12,0.1,2711.7
1668,666,51,5,21588.75,0.05,3379.67
1669,667,66,1,1587.83,0.1,581.0
1670,667,116,3,6691.77,0.0,2034.3
1671,668,36,3,5050.01,0.2,1100.57
1672,668,33,3,1304.56,0.05,415.99
1673,669,34,1,3591.79,0.15,1249.3
1674,669,55,2,3776.19,0.15,1150.73
1675,670,113,1,685.22,0.1,231.61
1676,670,47,5,9174.09,0.15,4056.07
1677,671,28,5,20701.65,0.0,3546.95
1678,671,58,1,570.78,0.2,204.68
1679,672,88,3,10542.3,0.0,4267.29
1680,672,84,5,11330.95,0.0,5063.05
1681,672,97,2,1763.55,0.15,708.87
1682,673,59,5,19017.4,0.2,6662.44
1683,673,65,3,12355.41,0.15,2661.46
1684,674,95,5,17377.78,0.15,7220.03
1685,674,50,5,2729.52,0.1,490.36
1686,674,103,5,5231.84,0.15,1917.43
1687,675,66,2,2822.8,0.2,1032.9
1688,675,100,5,5426.85,0.0,1399.35
1689,676,40,5,2445.32,0.2,646.56
1690,676,41,2,2675.29,0.1,898.9
1691,676,62,1,4632.47,0.05,1895.43
1692,677,108,2,3238.25,0.05,1079.66
1693,677,58,4,2853.88,0.0,1023.4
1694,678,5,1,2608.88,0.2,443.06
1695,678,104,5,15206.71,0.15,3211.64
1696,679,96,3,12828.18,0.0,3279.0
1697,679,49,3,4802.61,0.0,1602.45
1698,679,91,2,1496.07,0.15,533.26
1699,680,84,4,9064.76,0.0,4050.44
1700,680,29,5,14600.7,0.0,2849.6
1701,680,76,2,8424.11,0.15,2579.72
1702,681,102,1,1809.48,0.2,811.85
1703,681,14,5,21620.84,0.1,6752.21
1704,681,20,1,2339.39,0.1,748.2
1705,682,118,2,7210.6,0.15,1904.87
1706,682,105,2,3911.62,0.0,1528.96
1707,683,67,5,19860.8,0.0,6762.5
1708,683,111,5,17182.49,0.15,2996.55
1709,684,119,2,8709.02,0.0,1432.18
1710,684,28,1,4140.33,0.0,709.39
1711,684,22,1,4526.11,0.0,1096.74
1712,685,30,1,3449.77,0.0,992.95
1713,685,23,1,2336.45,0.2,861.38
1714,685,114,5,3953.34,0.1,1318.27
1715,686,60,1,3176.92,0.0,663.27
1716,686,56,1,483.84,0.15,181.19
1717,686,49,5,6403.48,0.2,2136.6
1718,687,112,4,9704.99,0.2,2410.4
1719,687,72,4,16524.12,0.0,3491.6
1720,687,118,1,3605.3,0.15,952.43
1721,688,11,3,3181.44,0.0,555.42
1722,688,105,3,5280.69,0.1,2064.1
1723,689,102,1,1809.48,0.2,811.85
1724,689,12,2,4618.99,0.15,1744.64
1725,689,37,3,7281.47,0.05,2499.42
1726,690,84,1,1926.26,0.15,860.72
1727,690,32,5,19971.95,0.0,4857.3
1728,691,101,3,11984.95,0.1,3776.79
1729,691,62,5,19505.12,0.2,7980.76
1730,692,18,3,8130.96,0.05,3522.06
1731,692,25,4,3607.06,0.15,702.92
1732,693,41,1,1486.27,0.0,499.39
1733,693,107,1,2549.52,0.0,408.5
1734,693,87,1,2180.43,0.1,536.68
1735,694,107,4,10198.08,0.0,1634.0
1736,694,97,1,985.51,0.05,396.13
1737,695,105,3,4693.94,0.2,1834.75
1738,695,36,5,9468.77,0.1,2063.57
1739,696,57,3,9150.81,0.0,3581.04
1740,696,107,1,2294.57,0.1,367.65
1741,696,10,4,7253.6,0.2,1219.23
1742,697,50,3,1819.68,0.0,326.91
1743,697,55,1,2221.29,0.0,676.9
1744,698,116,3,6357.18,0.05,1932.59
1745,698,83,1,3050.3,0.2,488.92
1746,698,51,1,3636.0,0.2,569.21
1747,699,108,2,3238.25,0.05,1079.66
1748,699,115,1,2756.56,0.1,765.11
1749,700,70,1,3240.14,0.1,1031.87
1750,700,42,5,16841.35,0.15,6799.15
1751,701,35,4,15564.92,0.0,2545.52
1752,701,99,5,5579.87,0.15,1832.9
1753,701,80,1,577.51,0.05,126.65
1754,702,99,2,2363.24,0.1,776.29
1755,702,72,4,14045.5,0.15,2967.86
1756,703,26,5,1375.8,0.0,533.6
1757,703,38,4,16039.47,0.15,5139.78
1758,704,93,5,9788.6,0.15,2358.75
1759,704,73,4,12960.04,0.0,4891.04
1760,705,50,4,2426.24,0.0,435.88
1761,705,78,5,9628.7,0.0,1746.15
1762,706,70,5,15300.68,0.15,4872.71
1763,706,56,5,2846.1,0.0,1065.85
1764,706,72,4,14045.5,0.15,2967.86
1765,707,88,4,11947.94,0.15,4836.26
1766,707,85,1,2734.45,0.05,666.39
1767,708,4,5,16174.84,0.1,7234.34
1768,708,48,2,3607.7,0.05,1522.74
1769,708,103,4,4924.08,0.0,1804.64
1770,709,73,4,12960.04,0.0,4891.04
1771,709,59,5,23771.75,0.0,8328.05
1772,710,17,2,1167.84,0.1,392.65
1773,710,3,3,11459.37,0.1,4361.09
1774,710,12,5,11547.46,0.15,4361.61
1775,711,72,2,7435.85,0.1,1571.22
1776,711,107,1,2422.04,0.05,388.07
1777,711,112,1,2577.89,0.15,640.26
1778,712,110,5,4883.62,0.05,1210.78
1779,712,1,2,9473.8,0.0,2364.04
1780,712,98,4,10971.63,0.05,1782.47
1781,713,43,3,6210.57,0.0,2122.71
1782,713,66,4,6351.3,0.1,2324.02
1783,714,59,1,3803.48,0.2,1332.49
1784,714,38,2,8491.48,0.1,2721.06
1785,715,38,5,23587.45,0.0,7558.5
1786,715,50,1,606.56,0.0,108.97
1787,716,70,5,18000.8,0.0,5732.6
1788,716,87,3,7268.1,0.0,1788.93
1789,716,103,5,4924.08,0.2,1804.64
1790,717,76,4,18830.37,0.05,5766.42
1791,717,52,2,5890.82,0.0,2351.18
1792,717,18,2,4850.05,0.15,2100.88
1793,718,62,5,24381.4,0.0,9975.95
1794,718,43,4,8280.76,0.0,2830.28
1795,718,66,3,4234.2,0.2,1549.34
1796,719,94,3,5192.31,0.0,1868.82
1797,719,47,1,1834.82,0.15,811.21
1798,720,45,3,2257.28,0.1,888.87
1799,720,88,1,3338.39,0.05,1351.31
1800,720,38,4,16039.47,0.15,5139.78
1801,721,17,5,3244.0,0.0,1090.7
1802,721,1,2,9000.11,0.05,2245.84
1803,721,109,4,7558.12,0.0,2363.0
1804,722,91,1,704.03,0.2,250.94
1805,722,74,1,3361.58,0.0,791.41
1806,723,81,2,660.19,0.2,102.27
1807,723,52,3,7952.61,0.1,3174.09
1808,724,36,2,4208.34,0.0,917.14
1809,724,7,2,523.47,0.05,151.98
1810,724,59,4,19017.4,0.0,6662.44
1811,725,65,5,20592.36,0.15,4435.77
1812,725,21,3,11068.63,0.2,4217.93
1813,725,118,3,12724.59,0.0,3361.53
1814,726,8,5,8697.68,0.2,3870.32
1815,726,12,5,13585.25,0.0,5131.3
1816,726,63,2,2782.7,0.2,461.42
1817,727,34,4,16902.56,0.0,5879.08
1818,727,92,1,2385.6,0.0,925.47
1819,728,54,5,2392.48,0.05,764.61
1820,728,10,1,2040.08,0.1,342.91
1821,728,50,1,606.56,0.0,108.97
1822,729,101,5,17755.48,0.2,5595.24
1823,729,45,1,836.03,0.0,329.21
1824,730,15,3,4102.2,0.0,987.93
1825,730,74,5,16807.9,0.0,3957.05
1826,731,109,1,1511.62,0.2,472.6
1827,731,60,1,3018.07,0.05,630.11
1828,732,24,1,3708.77,0.2,907.43
1829,732,55,3,6663.87,0.0,2030.7
1830,732,11,4,4241.92,0.0,740.56
1831,733,106,2,1493.96,0.0,371.68
1832,733,73,1,2916.01,0.1,1100.48
1833,733,18,1,2567.67,0.1,1112.23
1834,734,76,1,4955.36,0.0,1517.48
1835,734,41,4,5647.83,0.05,1897.68
1836,734,88,1,2986.98,0.15,1209.07
1837,735,74,3,8572.03,0.15,2018.1
1838,735,101,3,10653.29,0.2,3357.14
1839,736,38,2,8019.73,0.15,2569.89
1840,736,30,5,15523.96,0.1,4468.27
1841,736,104,4,12165.37,0.15,2569.31
1842,737,72,2,7435.85,0.1,1571.22
1843,737,74,3,10084.74,0.0,2374.23
1844,738,77,4,11238.0,0.0,2391.28
1845,738,33,4,1464.77,0.2,467.07
1846,738,36,1,1788.54,0.15,389.78
1847,739,102,5,11309.25,0.0,5074.05
1848,739,93,4,9212.8,0.0,2220.0
1849,740,104,5,17890.25,0.0,3778.4
1850,740,40,2,978.13,0.2,258.62
1851,741,100,1,1031.1,0.05,265.88
1852,741,10,3,6800.25,0.0,1143.03
1853,742,20,5,10397.28,0.2,3325.32
1854,742,46,5,10595.02,0.1,3004.51
1855,743,29,1,2628.13,0.1,512.93
1856,743,88,3,10542.3,0.0,4267.29
1857,743,24,3,12517.09,0.1,3062.58
1858,744,33,2,869.71,0.05,277.32
1859,744,68,2,8413.06,0.1,3281.6
1860,744,98,5,14436.35,0.0,2345.35
1861,745,52,3,7510.8,0.15,2997.75
1862,745,111,4,16171.76,0.0,2820.28
1863,746,96,2,7269.3,0.15,1858.1
1864,746,55,5,11106.45,0.0,3384.5
1865,746,58,3,2033.39,0.05,729.17
1866,747,120,5,12630.6,0.0,4944.4
1867,747,70,5,17100.76,0.05,5445.97
1868,748,23,2,5257.01,0.1,1938.11
1869,748,41,3,4012.93,0.1,1348.35
1870,748,103,2,2092.73,0.15,766.97
1871,749,7,4,1046.94,0.05,303.96
1872,749,43,1,1863.17,0.1,636.81
1873,749,58,3,1926.37,0.1,690.8
1874,750,80,1,577.51,0.05,126.65
1875,750,43,4,8280.76,0.0,2830.28
1876,750,46,2,4002.56,0.15,1135.04
1877,751,24,1,3940.57,0.15,964.15
1878,751,94,1,1471.15,0.15,529.5
1879,752,120,3,7578.36,0.0,2966.64
1880,752,43,1,1863.17,0.1,636.81
1881,752,116,3,5353.42,0.2,1627.44
1882,753,4,1,3594.41,0.0,1607.63
1883,753,86,1,1260.95,0.0,425.9
1884,753,77,1,2528.55,0.1,538.04
1885,754,100,4,4341.48,0.0,1119.48
1886,754,65,5,19381.04,0.2,4174.84
1887,755,3,3,12096.0,0.05,4603.38
1888,755,19,4,785.15,0.2,312.96
1889,756,50,2,1213.12,0.0,217.94
1890,756,7,1,247.96,0.1,71.99
1891,756,88,5,16691.97,0.05,6756.54
1892,757,118,3,10179.67,0.2,2689.22
1893,757,30,1,2759.82,0.2,794.36
1894,757,41,2,2972.54,0.0,998.78
1895,758,115,2,6125.68,0.0,1700.24
1896,758,11,4,4029.82,0.05,703.53
1897,758,86,5,5989.51,0.05,2023.03
1898,759,112,2,5459.06,0.1,1355.85
1899,759,8,1,2174.42,0.0,967.58
1900,759,2,3,11606.49,0.0,3786.99
1901,760,44,2,1214.67,0.05,202.98
1902,760,28,5,19666.57,0.05,3369.6
1903,760,111,4,12937.41,0.2,2256.22
1904,761,114,3,2635.56,0.0,878.85
1905,761,80,4,2310.06,0.05,506.62
1906,762,6,4,18324.84,0.0,4621.8
1907,762,107,4,8158.46,0.2,1307.2
1908,763,25,2,1909.62,0.1,372.13
1909,763,109,5,8030.5,0.15,2510.69
1910,764,7,5,1102.04,0.2,319.96
1911,764,120,3,6062.69,0.2,2373.31
1912,764,46,1,2354.45,0.0,667.67
1913,765,86,1,1260.95,0.0,425.9
1914,765,97,1,933.64,0.1,375.28
1915,766,37,2,4854.31,0.05,1666.28
1916,766,87,1,2422.7,0.0,596.31
1917,766,80,5,3039.55,0.0,666.6
1918,767,1,2,9473.8,0.0,2364.04
1919,767,36,2,3787.51,0.1,825.43
1920,767,45,1,710.63,0.15,279.83
1921,768,79,3,8331.45,0.0,2154.06
1922,768,90,1,643.56,0.15,107.98
1923,768,98,3,6929.45,0.2,1125.77
1924,769,79,1,2777.15,0.0,718.02
1925,769,117,3,4045.35,0.15,1593.34
1926,770,79,5,13191.46,0.05,3410.59
1927,770,115,3,9188.52,0.0,2550.36
1928,770,23,3,7009.34,0.2,2584.15
1929,771,73,2,6480.02,0.0,2445.52
1930,771,44,3,1726.11,0.1,288.44
1931,772,10,4,8160.3,0.1,1371.64
1932,772,5,5,13859.67,0.15,2353.78
1933,772,8,1,1739.54,0.2,774.06
1934,773,3,5,19098.94,0.1,7268.49
1935,773,51,5,22725.0,0.0,3557.55
1936,774,10,4,7253.6,0.2,1219.23
1937,774,70,4,12960.58,0.1,4127.47
1938,775,34,2,7606.15,0.1,2645.59
1939,775,6,5,21760.75,0.05,5488.39
1940,775,100,2,1736.59,0.2,447.79
1941,776,114,2,1493.48,0.15,498.01
1942,776,28,3,11799.94,0.05,2021.76
1943,777,75,3,11962.71,0.0,5117.76
1944,777,90,1,757.13,0.0,127.04
1945,778,51,4,18180.0,0.0,2846.04
1946,778,63,3,4956.69,0.05,821.91
1947,778,59,1,4754.35,0.0,1665.61
1948,779,21,1,4611.93,0.0,1757.47
1949,779,82,4,13807.48,0.0,4558.04
1950,779,45,4,3176.91,0.05,1251.0
1951,780,33,4,1830.96,0.0,583.84
1952,780,17,3,1946.4,0.0,654.42
1953,780,116,4,7584.01,0.15,2305.54
1954,781,33,1,366.19,0.2,116.77
1955,781,24,2,7417.54,0.2,1814.86
1956,781,75,5,15950.28,0.2,6823.68
1957,782,100,2,2062.2,0.05,531.75
1958,782,20,3,7797.96,0.0,2493.99
1959,782,29,1,2920.14,0.0,569.92
1960,783,95,1,3475.56,0.15,1444.01
1961,783,101,1,3551.1,0.2,1119.05
1962,784,115,1,2909.7,0.05,807.61
1963,784,54,2,1007.36,0.0,321.94
1964,785,82,5,14670.45,0.15,4842.92
1965,785,98,4,9816.72,0.15,1594.84
1966,786,33,2,915.48,0.0,291.92
1967,786,32,1,3594.95,0.1,874.31
1968,786,2,4,13927.79,0.1,4544.39
1969,787,29,5,14600.7,0.0,2849.6
1970,787,102,3,5428.44,0.2,2435.54
1971,787,18,3,7703.02,0.1,3336.69
1972,788,43,5,8798.31,0.15,3007.17
1973,788,97,5,4668.21,0.1,1876.41
1974,789,42,5,19813.35,0.0,7999.0
1975,789,110,1,1028.13,0.0,254.9
1976,790,76,4,18830.37,0.05,5766.42
1977,790,95,2,7360.0,0.1,3057.89
1978,790,99,1,1312.91,0.0,431.27
1979,791,108,4,5453.89,0.2,1818.37
1980,791,31,2,4084.92,0.0,931.68
1981,792,114,4,3338.38,0.05,1113.21
1982,792,89,3,5601.53,0.15,904.54
1983,792,19,2,490.72,0.0,195.6
1984,793,33,1,366.19,0.2,116.77
1985,793,60,5,15884.6,0.0,3316.35
1986,793,114,1,790.67,0.1,263.65
1987,794,15,3,4102.2,0.0,987.93
1988,794,12,2,4347.28,0.2,1642.02
1989,794,103,5,6155.1,0.0,2255.8
1990,795,24,4,14835.07,0.2,3629.73
1991,795,25,2,2121.8,0.0,413.48
1992,796,83,2,7625.76,0.0,1222.3
1993,796,102,3,5767.72,0.15,2587.77
1994,796,78,1,1636.88,0.15,296.85
1995,797,74,1,2689.26,0.2,633.13
1996,797,117,3,4045.35,0.15,1593.34
1997,797,63,1,1565.27,0.1,259.55
1998,798,14,5,21620.84,0.1,6752.21
1999,798,99,2,2231.95,0.15,733.16
2000,798,15,3,3897.09,0.05,938.53
2001,799,71,5,7592.35,0.05,1838.49
2002,799,11,5,4241.92,0.2,740.56
2003,799,94,4,5538.46,0.2,1993.41
2004,800,61,1,3702.85,0.1,711.49
2005,800,22,5,19235.97,0.15,4661.14
2006,800,91,1,704.03,0.2,250.94
2007,801,7,3,826.53,0.0,239.97
2008,801,97,4,3527.09,0.15,1417.73
2009,801,99,5,6564.55,0.0,2156.35
2010,802,9,4,8876.18,0.15,2135.98
2011,802,71,2,2717.26,0.15,657.99
2012,803,117,2,2696.9,0.15,1062.23
2013,803,75,3,11364.57,0.05,4861.87
2014,803,62,3,14628.84,0.0,5985.57
2015,804,85,2,5756.74,0.0,1402.92
2016,804,13,4,16062.76,0.0,6847.48
2017,804,66,1,1764.25,0.0,645.56
2018,805,23,2,4964.95,0.15,1830.44
2019,805,71,3,4075.89,0.15,986.98
2020,806,17,2,1297.6,0.0,436.28
2021,806,81,2,825.24,0.0,127.84
2022,806,119,3,13063.53,0.0,2148.27
2023,807,36,2,3366.67,0.2,733.71
2024,807,63,2,2782.7,0.2,461.42
2025,807,84,5,9064.76,0.2,4050.44
2026,808,15,3,3486.87,0.15,839.74
2027,808,9,5,10442.56,0.2,2512.92
2028,808,54,2,805.89,0.2,257.55
2029,809,2,2,6190.13,0.2,2019.73
2030,809,87,1,2422.7,0.0,596.31
2031,810,5,2,6522.2,0.0,1107.66
2032,810,82,3,8284.49,0.2,2734.82
2033,811,90,2,1514.26,0.0,254.08
2034,811,20,4,9357.55,0.1,2992.79
2035,811,29,3,8760.42,0.0,1709.76
2036,812,90,2,1438.55,0.05,241.38
2037,812,113,2,1522.7,0.0,514.68
2038,812,14,2,8167.87,0.15,2550.83
2039,813,12,3,8151.15,0.0,3078.78
2040,813,54,4,1913.98,0.05,611.69
2041,814,51,1,4317.75,0.05,675.93
2042,814,26,5,1375.8,0.0,533.6
2043,814,1,4,17052.84,0.1,4255.27
2044,815,59,5,23771.75,0.0,8328.05
2045,815,46,5,10006.41,0.15,2837.6
2046,815,51,2,9090.0,0.0,1423.02
2047,816,99,1,1050.33,0.2,345.02
2048,816,10,2,3853.47,0.15,647.72
2049,816,88,1,3162.69,0.1,1280.19
2050,817,88,1,3162.69,0.1,1280.19
2051,817,114,3,2372.0,0.1,790.96
2052,817,105,5,9779.05,0.0,3822.4
2053,818,111,5,16171.76,0.2,2820.28
2054,818,21,5,23059.65,0.0,8787.35
2055,819,16,1,1557.89,0.05,314.04
2056,819,101,2,7102.19,0.2,2238.1
2057,820,70,3,10800.48,0.0,3439.56
2058,820,106,5,3361.41,0.1,836.28
2059,821,51,5,22725.0,0.0,3557.55
2060,821,21,2,9223.86,0.0,3514.94
2061,821,20,4,9357.55,0.1,2992.79
2062,822,2,1,3675.39,0.05,1199.21
2063,822,65,4,16473.88,0.15,3548.61
2064,823,114,4,3162.67,0.1,1054.62
2065,823,48,4,7595.16,0.0,3205.76
2066,824,50,4,2426.24,0.0,435.88
2067,824,30,1,2932.3,0.15,844.01
2068,825,66,3,5028.11,0.05,1839.85
2069,825,103,1,1169.47,0.05,428.6
2070,825,51,5,21588.75,0.05,3379.67
2071,826,100,3,3093.3,0.05,797.63
2072,826,98,1,2598.54,0.1,422.16
2073,826,101,4,15979.93,0.1,5035.72
2074,827,26,3,701.66,0.15,272.14
2075,827,88,2,5622.56,0.2,2275.89
2076,828,29,4,11096.53,0.05,2165.7
2077,828,73,1,3078.01,0.05,1161.62
2078,829,83,2,6863.18,0.1,1100.07
2079,829,78,2,3851.48,0.0,698.46
2080,829,49,2,2881.57,0.1,961.47
2081,830,18,1,2852.97,0.0,1235.81
2082,830,56,3,1707.66,0.0,639.51
2083,831,33,4,1464.77,0.2,467.07
2084,831,28,2,6624.53,0.2,1135.02
2085,832,44,5,2557.2,0.2,427.32
2086,832,84,3,6458.64,0.05,2885.94
2087,833,87,1,1938.16,0.2,477.05
2088,833,20,5,11047.11,0.15,3533.15
2089,834,82,1,2934.09,0.15,968.58
2090,834,114,4,2986.97,0.15,996.03
2091,835,88,1,2811.28,0.2,1137.94
2092,835,80,5,2735.59,0.1,599.94
2093,836,19,2,392.58,0.2,156.48
2094,836,82,3,8284.49,0.2,2734.82
2095,837,11,5,4241.92,0.2,740.56
2096,837,85,4,10937.81,0.05,2665.55
2097,837,77,2,5619.0,0.0,1195.64
2098,838,72,2,8262.06,0.0,1745.8
2099,838,44,3,1726.11,0.1,288.44
2100,839,24,1,4404.16,0.05,1077.58
2101,839,114,5,4392.6,0.0,1464.75
2102,839,47,2,4317.22,0.0,1908.74
2103,840,34,1,3380.51,0.2,1175.82
2104,840,26,2,550.32,0.0,213.44
2105,840,105,1,1564.65,0.2,611.58
2106,841,107,5,11472.84,0.1,1838.25
2107,841,47,4,8634.44,0.0,3817.48
2108,842,48,3,5126.73,0.1,2163.89
2109,842,93,4,7370.24,0.2,1776.0
2110,842,35,5,15564.92,0.2,2545.52
2111,843,35,3,10506.32,0.1,1718.23
2112,843,64,4,3957.91,0.15,1408.01
2113,844,92,3,5725.44,0.2,2221.13
2114,844,115,3,9188.52,0.0,2550.36
2115,844,93,3,6909.6,0.0,1665.0
