order_id,customer_id,order_date,region,sales_rep,order_status
626,142,2025-03-27,East,Priya,Completed
627,77,2024-04-27,East,Rahul,Pending
628,287,2024-07-30,North,Rohit,Completed
629,282,2024-05-24,East,Karan,Pending
630,126,2024-11-14,North,Anjali,Completed
631,277,2024-05-13,North,Rahul,Shipped
632,463,2025-01-27,North,Rahul,Completed
633,219,2025-12-22,South,Anjali,Pending
634,323,2024-12-30,Central,Karan,Completed
635,419,2024-03-21,Central,Pooja,Pending
636,68,2024-04-09,West,Pooja,Completed
637,351,2024-08-25,West,Sneha,Completed
638,441,2025-01-07,East,Vikram,Completed
639,359,2025-04-09,East,Pooja,Completed
640,34,2024-12-25,North,Pooja,Shipped
641,434,2024-12-22,East,Anjali,Pending
642,66,2025-02-19,North,Priya,Completed
643,285,2025-06-29,East,Pooja,Shipped
644,303,2025-09-27,South,Sneha,Pending
645,82,2024-03-08,West,Neha,Completed
646,417,2025-03-21,West,Anjali,Completed
647,279,2025-11-09,South,Priya,Cancelled
648,477,2024-04-27,West,Anjali,Pending
649,238,2024-04-09,Central,Pooja,Completed
650,158,2025-09-04,North,Priya,Cancelled
651,417,2024-12-01,West,Pooja,Cancelled
652,339,2024-08-10,North,Amit,Pending
653,463,2025-11-07,South,Amit,Shipped
654,273,2025-09-22,West,Anjali,Shipped
655,101,2024-11-02,East,Anjali,Cancelled
656,156,2024-04-01,East,Anjali,Completed
657,314,2024-05-10,West,Karan,Completed
658,190,2024-01-01,North,Rohit,Completed
659,57,2024-08-28,North,Vikram,Cancelled
660,303,2025-12-29,East,Vikram,Shipped
661,196,2024-08-04,Central,Amit,Shipped
662,72,2025-01-28,Central,Neha,Shipped
663,79,2024-05-17,South,Rahul,Completed
664,332,2025-05-13,South,Vikram,Completed
665,44,2025-04-11,West,Anjali,Shipped
666,320,2025-06-05,West,Vikram,Pending
667,420,2024-12-29,West,Sneha,Completed
668,218,2025-08-14,North,Pooja,Cancelled
669,122,2025-02-24,East,Rohit,Pending
670,188,2025-08-04,North,Pooja,Cancelled
671,189,2025-05-08,Central,Priya,Completed
672,374,2025-04-21,East,Rohit,Completed
673,268,2024-09-08,North,Pooja,Cancelled
674,380,2025-08-16,Central,Karan,Pending
675,28,2024-01-12,Central,Pooja,Shipped
676,263,2024-12-05,Central,Vikram,Completed
677,492,2024-06-20,East,Rahul,Cancelled
678,473,2025-07-31,East,Karan,Completed
679,323,2024-06-22,Central,Anjali,Completed
680,337,2024-01-28,Central,Karan,Shipped
681,43,2024-03-19,Central,Karan,Completed
682,68,2024-10-08,East,Karan,Completed
683,380,2024-06-27,Central,Anjali,Cancelled
684,78,2024-06-28,East,Karan,Cancelled
685,121,2025-06-24,South,Rahul,Completed
686,44,2024-06-06,Central,Pooja,Shipped
687,395,2025-11-07,South,Pooja,Cancelled
688,327,2025-08-14,South,Neha,Completed
689,329,2024-02-23,North,Amit,Shipped
690,205,2025-05-02,East,Rohit,Completed
691,195,2024-09-25,West,Amit,Pending
692,446,2024-10-22,North,Pooja,Shipped
693,348,2025-11-30,Central,Rahul,Completed
694,470,2025-03-18,East,Anjali,Cancelled
695,440,2024-10-03,East,Karan,Completed
696,131,2025-04-17,West,Sneha,Cancelled
697,345,2025-06-16,South,Neha,Cancelled
698,354,2025-07-14,East,Rahul,Cancelled
699,5,2025-02-25,North,Priya,Pending
700,54,2024-08-12,East,Karan,Completed
701,99,2025-09-26,North,Priya,Completed
702,481,2025-09-05,South,Priya,Cancelled
703,491,2025-09-11,North,Amit,Shipped
704,337,2024-04-23,South,Amit,Completed
705,151,2025-10-16,North,Pooja,Completed
706,394,2024-09-20,East,Amit,Completed
707,142,2025-02-01,West,Neha,Completed
708,133,2025-03-27,South,Priya,Shipped
709,476,2025-02-06,Central,Amit,Cancelled
710,252,2025-07-07,South,Vikram,Completed
711,315,2024-09-22,West,Priya,Completed
712,38,2024-09-13,Central,Pooja,Completed
713,460,2025-10-30,South,Rahul,Completed
714,341,2024-06-04,East,Neha,Shipped
715,295,2025-12-25,Central,Pooja,Shipped
716,224,2025-07-07,North,Sneha,Completed
717,197,2025-08-03,North,Rohit,Completed
718,171,2024-02-26,West,Priya,Completed
719,274,2025-04-15,North,Karan,Cancelled
720,104,2024-02-10,Central,Vikram,Cancelled
721,98,2024-04-19,West,Neha,Shipped
722,44,2024-05-23,South,Rahul,Completed
723,13,2025-05-15,South,Vikram,Completed
724,406,2025-05-26,East,Rohit,Shipped
725,495,2024-12-13,North,Rahul,Completed
726,404,2024-05-01,West,Sneha,Cancelled
727,342,2025-11-25,West,Rohit,Completed
728,380,2024-03-14,South,Rahul,Cancelled
729,73,2025-04-27,North,Anjali,Completed
730,125,2024-06-25,North,Rahul,Completed
731,421,2025-09-17,West,Amit,Pending
732,33,2025-05-24,North,Anjali,Pending
733,113,2025-03-12,South,Neha,Cancelled
734,348,2024-05-03,East,Anjali,Pending
735,71,2024-02-16,South,Anjali,Completed
736,172,2024-10-07,North,Amit,Shipped
737,87,2024-06-17,Central,Pooja,Completed
738,474,2024-05-16,North,Priya,Cancelled
739,314,2024-01-17,South,Pooja,Completed
740,4,2024-04-01,South,Anjali,Completed
741,214,2024-07-30,South,Amit,Cancelled
742,139,2025-02-25,West,Sneha,Completed
743,313,2024-07-03,Central,Pooja,Pending
744,487,2024-12-22,East,Vikram,Completed
745,286,2024-04-30,South,Rohit,Completed
746,317,2025-06-03,Central,Sneha,Shipped
747,395,2024-02-24,East,Sneha,Completed
748,408,2025-05-24,West,Amit,Completed
749,344,2025-10-22,North,Neha,Completed
750,108,2024-12-08,East,Anjali,Shipped
751,23,2025-07-04,North,Amit,Completed
752,403,2025-06-11,West,Priya,Completed
753,459,2025-08-29,West,Anjali,Completed
754,215,2024-08-23,East,Priya,Completed
755,117,2025-02-26,South,Sneha,Shipped
756,457,2025-04-27,North,Anjali,Shipped
757,28,2024-08-09,South,Anjali,Shipped
758,92,2024-05-19,East,Pooja,Cancelled
759,100,2024-07-26,East,Neha,Completed
760,17,2024-10-14,North,Amit,Completed
761,437,2025-03-04,West,Amit,Completed
762,113,2024-06-09,Central,Anjali,Completed
763,296,2024-03-29,South,Vikram,Pending
764,251,2025-04-29,Central,Pooja,Completed
765,8,2024-09-10,South,Neha,Shipped
766,297,2024-06-01,Central,Anjali,Completed
767,214,2025-04-26,North,Rohit,Completed
768,218,2025-05-05,West,Priya,Shipped
769,254,2025-07-25,North,Rahul,Cancelled
770,375,2024-05-15,South,Neha,Completed
771,123,2025-05-06,North,Karan,Completed
772,361,2025-08-20,Central,Rahul,Shipped
773,238,2024-07-08,West,Neha,Cancelled
774,238,2025-01-29,North,Neha,Pending
775,17,2024-10-03,West,Anjali,Pending
776,295,2025-09-27,North,Neha,Cancelled
777,478,2025-11-21,Central,Neha,Completed
778,57,2025-04-21,East,Anjali,Completed
779,188,2025-10-25,South,Rohit,Cancelled
780,35,2024-05-21,South,Neha,Completed
781,277,2025-08-17,West,Sneha,Cancelled
782,390,2024-12-27,East,Karan,Pending
783,349,2024-02-25,East,Priya,Completed
784,177,2025-05-28,West,Rohit,Completed
785,241,2024-10-26,Central,Pooja,Pending
786,189,2025-04-13,South,Priya,Completed
787,201,2024-03-19,East,Priya,Completed
788,142,2025-05-23,South,Amit,Completed
789,267,2025-03-02,East,Rohit,Completed
790,243,2025-03-30,West,Rahul,Completed
791,97,2024-08-25,North,Rohit,Cancelled
792,172,2024-12-17,Central,Neha,Shipped
793,304,2025-03-31,Central,Pooja,Completed
794,291,2024-06-24,East,Karan,Completed
795,248,2024-02-18,East,Amit,Completed
796,146,2025-09-25,South,Amit,Cancelled
797,275,2024-06-28,South,Amit,Completed
798,122,2024-11-20,North,Anjali,Completed
799,226,2024-07-07,East,Sneha,Pending
800,363,2024-12-18,East,Amit,Completed
801,230,2025-06-30,South,Karan,Completed
802,472,2025-05-26,West,Amit,Shipped
803,476,2024-01-05,South,Rohit,Pending
804,170,2024-10-23,West,Anjali,Cancelled
805,76,2024-12-12,West,Priya,Cancelled
806,246,2025-11-25,South,Rohit,Completed
807,158,2025-09-24,West,Sneha,Shipped
808,183,2024-02-26,East,Anjali,Cancelled
809,100,2024-08-15,Central,Karan,Completed
810,12,2025-04-01,Central,Priya,Pending
811,202,2024-11-21,West,Anjali,Pending
812,262,2025-02-11,East,Amit,Cancelled
813,438,2025-01-30,East,Neha,Completed
814,146,2024-11-11,East,Pooja,Pending
815,45,2025-03-01,West,Pooja,Completed
816,84,2024-05-22,West,Anjali,Pending
817,45,2024-11-06,South,Pooja,Pending
818,172,2025-01-19,Central,Priya,Completed
819,210,2024-06-28,West,Rohit,Shipped
820,364,2024-07-23,South,Amit,Shipped
821,149,2024-02-13,West,Karan,Pending
822,156,2025-04-19,Central,Sneha,Completed
823,406,2024-09-25,South,Karan,Cancelled
824,428,2025-10-31,North,Karan,Shipped
825,92,2024-01-30,South,Priya,Completed
826,253,2025-01-05,Central,Anjali,Shipped
827,290,2025-10-05,East,Pooja,Cancelled
828,419,2025-06-08,East,Anjali,Completed
829,433,2025-08-18,South,Rahul,Completed
830,164,2024-12-31,South,Amit,Completed
831,140,2025-10-13,West,Neha,Completed
832,149,2025-10-16,Central,Priya,Pending
833,100,2025-09-05,North,Amit,Pending
834,166,2024-10-04,East,Neha,Completed
835,274,2024-05-27,East,Rahul,Completed
836,266,2025-05-11,East,Vikram,Completed
837,472,2024-08-11,North,Amit,Pending
838,114,2025-09-20,Central,Rohit,Pending
839,365,2025-03-03,North,Pooja,Completed
840,60,2025-05-06,North,Neha,Completed
841,354,2025-03-28,South,Anjali,Pending
842,391,2025-12-27,South,Karan,Completed
843,382,2024-05-11,South,Amit,Cancelled
844,117,2024-08-02,South,Amit,Completed
845,218,2024-01-20,North,Pooja,Shipped
846,22,2024-02-03,North,Rohit,Pending
847,31,2024-09-16,North,Rahul,Completed
848,155,2024-05-06,North,Anjali,Completed
849,301,2025-11-17,South,Neha,Completed
850,47,2025-08-16,East,Neha,Completed
851,83,2024-09-04,Central,Rohit,Pending
852,35,2024-01-15,Central,Rohit,Completed
853,367,2024-06-24,East,Rohit,Completed
854,499,2025-05-31,South,Pooja,Completed
855,358,2025-03-26,South,Priya,Completed
856,428,2025-03-10,West,Sneha,Pending
857,117,2024-11-17,North,Priya,Shipped
858,57,2025-05-22,South,Neha,Cancelled
859,148,2024-03-25,North,Neha,Shipped
860,60,2025-04-12,East,Anjali,Cancelled
861,160,2025-07-21,South,Vikram,Completed
862,438,2024-03-12,South,Pooja,Cancelled
863,189,2025-11-21,North,Pooja,Cancelled
864,54,2025-06-19,West,Priya,Completed
865,74,2025-12-12,West,Anjali,Completed
866,380,2025-01-07,North,Sneha,Completed
867,103,2024-05-05,West,Sneha,Shipped
868,372,2025-12-31,East,Anjali,Pending
869,140,2025-05-02,East,Anjali,Shipped
870,249,2024-05-30,East,Pooja,Completed
871,63,2025-05-24,West,Sneha,Cancelled
872,483,2024-04-11,North,Rahul,Completed
873,256,2025-01-26,South,Anjali,Cancelled
874,168,2025-09-28,East,Anjali,Completed
875,390,2025-05-19,Central,Pooja,Completed
876,151,2025-05-31,West,Karan,Pending
877,176,2024-01-19,Central,Rahul,Shipped
878,451,2025-04-05,West,Neha,Shipped
879,227,2024-02-03,North,Amit,Pending
880,338,2025-05-18,South,Vikram,Completed
881,160,2024-04-22,West,Anjali,Cancelled
882,252,2025-08-08,Central,Pooja,Shipped
883,288,2024-02-27,Central,Vikram,Completed
884,254,2025-09-23,West,Neha,Completed
885,165,2025-08-27,North,Rahul,Completed
886,429,2025-08-20,East,Rahul,Cancelled
887,175,2025-03-14,North,Neha,Completed
888,211,2025-11-08,North,Sneha,Completed
889,121,2024-03-27,Central,Priya,Completed
890,59,2024-01-21,South,Rohit,Completed
891,20,2025-08-04,West,Rohit,Shipped
892,137,2025-08-25,West,Rahul,Completed
893,194,2024-11-26,West,Anjali,Completed
894,414,2025-12-08,North,Sneha,Completed
895,255,2024-06-19,East,Anjali,Completed
896,187,2025-05-23,South,Priya,Pending
897,110,2024-02-18,East,Karan,Pending
898,206,2024-04-04,Central,Anjali,Completed
899,304,2024-03-09,East,Anjali,Pending
900,244,2024-12-21,South,Priya,Cancelled
901,422,2024-11-03,Central,Vikram,Cancelled
902,277,2025-02-28,South,Vikram,Completed
903,320,2025-11-18,West,Rohit,Completed
904,452,2024-07-10,Central,Anjali,Shipped
905,110,2025-10-15,East,Rohit,Pending
906,437,2025-10-03,Central,Rahul,Pending
907,103,2024-05-31,West,Sneha,Completed
908,383,2025-02-24,West,Neha,Completed
909,325,2024-09-30,West,Karan,Cancelled
910,83,2024-08-29,Central,Vikram,Completed
911,59,2024-01-29,South,Sneha,Completed
912,238,2025-03-22,Central,Vikram,Cancelled
913,464,2024-06-12,South,Karan,Completed
914,15,2025-11-05,East,Rohit,Completed
915,330,2024-01-21,West,Rahul,Completed
916,161,2024-03-06,East,Vikram,Completed
917,344,2024-05-23,West,Sneha,Completed
918,293,2025-06-18,North,Anjali,Pending
919,129,2024-08-31,North,Anjali,Completed
920,396,2025-08-21,East,Vikram,Cancelled
921,381,2024-08-11,West,Amit,Completed
922,90,2025-03-26,East,Vikram,Completed
923,442,2025-05-17,North,Rohit,Completed
924,359,2025-07-12,East,Vikram,Shipped
925,350,2024-05-28,East,Neha,Shipped
926,367,2024-01-22,East,Anjali,Completed
927,431,2024-09-16,South,Rohit,Shipped
928,159,2025-07-01,North,Sneha,Shipped
929,199,2024-09-18,West,Karan,Completed
930,480,2024-08-03,East,Amit,Shipped
931,324,2024-02-04,West,Karan,Completed
932,422,2025-02-26,West,Neha,Cancelled
933,217,2025-12-16,South,Karan,Pending
934,34,2025-09-08,West,Rohit,Cancelled
935,168,2024-02-23,North,Amit,Cancelled
936,228,2025-02-14,North,Sneha,Cancelled
937,157,2024-03-25,Central,Priya,Completed
938,128,2025-08-31,South,Vikram,Completed
939,232,2024-09-23,South,Amit,Cancelled
940,304,2024-07-22,East,Priya,Shipped
941,189,2025-01-21,West,Anjali,Completed
942,11,2025-10-24,Central,Anjali,Cancelled
943,118,2024-07-22,West,Karan,Cancelled
944,437,2025-02-14,North,Anjali,Shipped
945,308,2024-04-01,South,Neha,Completed
946,485,2024-01-15,North,Rohit,Shipped
947,396,2024-05-01,West,Sneha,Cancelled
948,105,2024-10-21,East,Pooja,Shipped
949,67,2025-09-06,South,Sneha,Completed
950,373,2024-07-03,West,Vikram,Completed
951,15,2024-08-29,East,Anjali,Shipped
952,465,2025-08-19,East,Pooja,Completed
953,6,2024-11-27,South,Vikram,Cancelled
954,109,2025-09-03,West,Karan,Completed
955,49,2024-02-23,North,Neha,Completed
956,242,2025-11-17,Central,Anjali,Cancelled
957,384,2024-09-16,North,Rohit,Pending
958,196,2025-11-18,West,Neha,Completed
959,496,2025-08-17,North,Amit,Completed
960,87,2024-12-13,West,Pooja,Completed
961,46,2025-03-19,Central,Amit,Completed
962,60,2024-05-10,North,Pooja,Completed
963,383,2024-10-16,West,Karan,Pending
964,425,2024-11-16,Central,Vikram,Completed
965,162,2025-07-23,South,Pooja,Completed
966,97,2024-08-23,North,Amit,Completed
967,241,2025-12-23,South,Pooja,Shipped
968,60,2025-03-28,North,Neha,Cancelled
969,288,2025-05-19,West,Priya,Cancelled
970,444,2024-12-23,North,Priya,Completed
971,445,2024-06-21,South,Rohit,Completed
972,289,2025-08-20,South,Rahul,Pending
973,393,2025-03-02,South,Priya,Completed
974,394,2024-12-02,North,Rahul,Completed
975,349,2025-01-17,West,Anjali,Completed
976,429,2024-01-30,South,Priya,Shipped
977,426,2025-10-05,West,Karan,Pending
978,337,2024-02-14,East,Anjali,Shipped
979,167,2024-08-04,South,Rahul,Cancelled
980,145,2024-03-13,North,Rohit,Pending
981,196,2024-09-18,West,Amit,Completed
982,495,2024-01-22,North,Sneha,Completed
983,199,2025-10-24,East,Amit,Completed
984,153,2024-11-13,West,Anjali,Completed
985,184,2025-06-08,East,Sneha,Shipped
986,229,2024-10-01,West,Anjali,Pending
987,217,2025-01-12,West,Anjali,Completed
988,223,2024-02-11,North,Rohit,Completed
989,499,2025-10-25,South,Amit,Shipped
990,270,2024-10-24,North,Pooja,Shipped
991,41,2024-06-01,East,Amit,Cancelled
992,463,2025-06-19,South,Vikram,Completed
993,292,2024-03-19,Central,Rahul,Pending
994,56,2025-02-26,West,Priya,Shipped
995,339,2024-12-29,East,Karan,Pending
996,42,2024-04-26,North,Pooja,Completed
997,403,2024-02-16,West,Priya,Shipped
998,449,2025-08-24,East,Pooja,Cancelled
999,231,2024-12-15,East,Amit,Completed
1000,95,2024-09-22,Central,Priya,Shipped
1001,274,2025-02-08,North,Priya,Completed
1002,88,2025-12-09,West,Vikram,Cancelled
1003,495,2024-11-06,West,Anjali,Pending
1004,185,2024-03-30,East,Amit,Completed
1005,8,2024-01-17,North,Sneha,Completed
1006,108,2025-10-27,South,Sneha,Shipped
1007,432,2024-03-29,South,Karan,Shipped
1008,76,2024-01-23,West,Priya,Completed
1009,463,2025-05-11,West,Pooja,Completed
1010,441,2024-09-05,Central,Sneha,Completed
1011,292,2024-12-07,North,Rahul,Completed
1012,323,2025-05-22,West,Anjali,Pending
1013,375,2024-02-07,East,Pooja,Shipped
1014,249,2025-09-18,Central,Pooja,Completed
1015,366,2024-01-20,Central,Vikram,Pending
1016,162,2024-10-01,North,Vikram,Shipped
1017,60,2025-10-23,Central,Neha,Shipped
1018,358,2024-06-14,North,Karan,Cancelled
1019,99,2025-03-24,East,Sneha,Pending
1020,113,2025-09-08,East,Pooja,Completed
1021,453,2025-03-02,West,Neha,Shipped
1022,410,2024-07-31,Central,Karan,Cancelled
1023,384,2024-05-12,West,Amit,Completed
1024,81,2024-04-13,West,Vikram,Shipped
1025,156,2025-07-24,South,Rahul,Completed
1026,184,2025-11-24,East,Amit,Completed
1027,424,2024-03-06,North,Neha,Shipped
1028,59,2024-05-03,South,Rohit,Completed
1029,250,2024-12-29,East,Rahul,Pending
1030,137,2025-09-10,Central,Priya,Cancelled
1031,26,2024-04-23,West,Priya,Pending
1032,313,2024-02-12,Central,Rohit,Completed
1033,86,2025-01-05,South,Amit,Cancelled
1034,150,2025-05-25,Central,Priya,Completed
1035,332,2024-05-21,East,Priya,Completed
1036,225,2024-09-08,North,Pooja,Completed
1037,147,2024-03-28,South,Karan,Completed
1038,367,2025-10-06,East,Sneha,Completed
1039,386,2024-08-21,West,Amit,Shipped
1040,212,2025-06-12,West,Neha,Completed
1041,227,2025-06-13,North,Priya,Completed
1042,174,2024-06-17,West,Vikram,Completed
1043,202,2025-08-11,South,Rahul,Cancelled
1044,366,2025-03-05,East,Vikram,Cancelled
1045,359,2024-11-17,East,Neha,Completed
1046,424,2025-09-17,Central,Amit,Cancelled
1047,207,2025-07-11,South,Anjali,Pending
1048,334,2025-10-26,East,Vikram,Completed
1049,452,2024-02-07,North,Rohit,Completed
1050,200,2025-07-07,Central,Karan,Completed
1051,48,2024-11-15,Central,Rohit,Completed
1052,388,2024-01-29,North,Rohit,Pending
1053,133,2025-03-08,East,Rohit,Completed
1054,375,2024-09-22,East,Rohit,Completed
1055,64,2025-04-04,North,Karan,Pending
1056,378,2024-12-13,West,Sneha,Cancelled
1057,298,2025-09-01,Central,Sneha,Completed
1058,154,2025-11-19,Central,Amit,Cancelled
1059,194,2024-04-17,South,Neha,Pending
1060,299,2025-04-10,East,Priya,Completed
1061,365,2024-03-24,West,Priya,Completed
1062,218,2024-08-07,West,Pooja,Completed
1063,190,2025-08-25,West,Rohit,Pending
1064,399,2025-08-21,East,Pooja,Cancelled
1065,217,2025-03-02,West,Amit,Completed
1066,259,2025-12-29,West,Pooja,Completed
1067,496,2024-04-30,Central,Sneha,Shipped
1068,243,2025-07-26,South,Neha,Completed
1069,309,2024-05-03,North,Neha,Pending
1070,149,2024-06-05,Central,Priya,Completed
1071,157,2024-10-28,East,Pooja,Completed
1072,406,2025-08-26,South,Vikram,Completed
1073,480,2024-08-08,East,Amit,Cancelled
1074,251,2025-07-14,North,Neha,Completed
1075,446,2025-05-07,West,Anjali,Completed
1076,290,2025-01-21,East,Pooja,Cancelled
1077,427,2024-05-21,South,Rohit,Cancelled
1078,236,2024-06-01,West,Neha,Completed
1079,410,2025-02-23,Central,Vikram,Completed
1080,461,2025-07-07,East,Rahul,Cancelled
1081,456,2025-10-23,East,Priya,Completed
1082,363,2025-10-07,Central,Karan,Pending
1083,331,2024-03-28,Central,Sneha,Pending
1084,278,2025-08-06,North,Rohit,Completed
1085,385,2024-01-20,Central,Priya,Cancelled
1086,480,2024-01-20,South,Karan,Completed
1087,126,2024-03-27,West,Rohit,Pending
1088,165,2024-02-16,Central,Pooja,Completed
1089,175,2025-02-28,South,Rahul,Pending
1090,163,2024-04-03,East,Priya,Completed
1091,278,2024-05-27,East,Amit,Completed
1092,394,2024-11-10,South,Vikram,Cancelled
1093,87,2024-11-29,Central,Amit,Completed
1094,366,2025-02-03,East,Priya,Completed
1095,73,2024-09-21,East,Vikram,Completed
1096,27,2025-09-03,South,Anjali,Completed
1097,253,2025-01-29,Central,Priya,Completed
1098,32,2025-07-20,West,Vikram,Completed
1099,248,2025-10-10,West,Sneha,Completed
1100,138,2025-11-22,Central,Priya,Completed
1101,391,2024-11-07,South,Anjali,Shipped
1102,229,2024-07-27,Central,Amit,Completed
1103,277,2025-07-04,South,Vikram,Pending
1104,232,2025-04-20,North,Anjali,Completed
1105,335,2024-03-02,North,Pooja,Completed
1106,307,2024-12-25,West,Sneha,Pending
1107,431,2024-02-16,East,Amit,Cancelled
1108,274,2024-11-03,North,Priya,Shipped
1109,358,2025-07-23,South,Karan,Shipped
1110,108,2024-11-21,Central,Neha,Cancelled
1111,134,2024-09-08,East,Neha,Completed
1112,108,2024-12-02,Central,Rahul,Cancelled
1113,69,2025-05-02,Central,Rahul,Completed
1114,345,2025-07-23,West,Pooja,Shipped
1115,276,2025-07-05,North,Rahul,Cancelled
1116,228,2025-01-20,East,Anjali,Completed
1117,199,2024-05-07,North,Pooja,Completed
1118,480,2024-01-10,West,Sneha,Cancelled
1119,11,2024-07-15,East,Priya,Pending
1120,321,2024-08-27,South,Pooja,Completed
1121,19,2025-12-21,West,Anjali,Completed
1122,4,2024-04-23,West,Karan,Pending
1123,257,2025-07-19,South,Sneha,Cancelled
1124,379,2025-08-01,Central,Amit,Completed
1125,302,2024-05-10,North,Karan,Pending
1126,439,2024-10-07,Central,Sneha,Cancelled
1127,12,2024-09-15,Central,Rohit,Shipped
1128,2,2024-11-26,North,Vikram,Shipped
1129,141,2025-04-22,Central,Pooja,Completed
1130,265,2024-02-18,South,Karan,Shipped
1131,273,2024-01-06,East,Vikram,Completed
1132,172,2024-01-26,Central,Sneha,Cancelled
1133,217,2024-07-20,South,Amit,Completed
1134,160,2024-01-29,North,Pooja,Shipped
1135,414,2025-10-03,Central,Neha,Completed
1136,127,2024-09-01,West,Neha,Completed
1137,421,2024-08-30,Central,Priya,Pending
1138,318,2025-10-02,North,Pooja,Pending
1139,64,2024-02-04,North,Vikram,Completed
1140,456,2024-03-04,South,Pooja,Completed
1141,155,2024-03-08,West,Priya,Cancelled
1142,29,2024-10-28,North,Vikram,Shipped
1143,50,2024-08-26,West,Anjali,Cancelled
1144,320,2025-01-28,West,Pooja,Shipped
1145,451,2024-04-13,Central,Neha,Cancelled
1146,481,2025-06-13,West,Neha,Pending
1147,99,2024-01-13,North,Anjali,Cancelled
1148,35,2025-08-09,South,Amit,Cancelled
1149,261,2025-03-07,East,Pooja,Cancelled
1150,318,2024-09-05,South,Amit,Completed
1151,31,2025-08-21,East,Vikram,Pending
1152,492,2025-08-20,East,Rohit,Completed
1153,76,2025-09-09,East,Neha,Completed
1154,189,2025-08-23,Central,Amit,Completed
1155,122,2024-02-25,Central,Vikram,Completed
1156,101,2024-03-11,South,Neha,Completed
1157,342,2025-09-06,West,Neha,Pending
1158,290,2024-11-02,Central,Vikram,Completed
1159,84,2024-02-13,West,Pooja,Completed
1160,472,2025-12-10,South,Sneha,Shipped
1161,320,2025-05-07,South,Neha,Cancelled
1162,193,2024-07-07,West,Rahul,Completed
1163,6,2024-01-31,East,Rohit,Completed
1164,73,2024-07-18,West,Anjali,Completed
1165,23,2024-07-21,South,Karan,Completed
1166,113,2024-12-13,South,Rohit,Completed
1167,92,2024-06-29,North,Karan,Completed
1168,11,2025-11-01,West,Priya,Completed
1169,480,2025-04-12,East,Sneha,Completed
1170,415,2025-06-23,South,Anjali,Shipped
1171,450,2024-05-27,North,Amit,Completed
1172,99,2025-12-12,West,Neha,Completed
1173,307,2024-02-17,South,Anjali,Pending
1174,97,2024-06-01,East,Neha,Completed
1175,28,2025-06-04,South,Anjali,Shipped
1176,108,2025-11-10,West,Anjali,Completed
1177,86,2025-10-22,West,Rohit,Completed
1178,256,2024-07-02,West,Neha,Cancelled
1179,192,2025-05-21,West,Pooja,Completed
1180,298,2025-10-27,Central,Rahul,Completed
1181,113,2024-08-28,West,Vikram,Completed
1182,157,2025-08-08,West,Amit,Completed
1183,131,2024-05-17,North,Priya,Completed
1184,228,2024-08-23,East,Anjali,Completed
1185,239,2024-12-10,Central,Vikram,Shipped
1186,240,2025-01-11,West,Pooja,Completed
1187,140,2024-07-02,North,Pooja,Completed
1188,136,2024-03-25,East,Karan,Pending
1189,263,2024-10-10,North,Sneha,Completed
1190,61,2024-02-09,East,Rohit,Completed
1191,171,2024-09-13,East,Karan,Cancelled
1192,418,2025-12-23,South,Anjali,Completed
1193,438,2024-01-09,East,Karan,Completed
1194,422,2025-02-19,West,Anjali,Cancelled
1195,7,2024-06-01,Central,Vikram,Completed
1196,117,2024-08-27,West,Rohit,Pending
1197,403,2025-04-17,West,Neha,Completed
1198,161,2025-12-15,West,Vikram,Completed
1199,225,2024-01-31,Central,Neha,Completed
1200,296,2024-01-10,East,Pooja,Cancelled
1201,428,2024-08-18,East,Vikram,Shipped
1202,352,2024-11-02,Central,Neha,Pending
1203,12,2024-05-22,North,Amit,Completed
1204,291,2025-08-10,Central,Vikram,Shipped
1205,105,2025-07-01,North,Vikram,Completed
1206,244,2025-08-06,East,Pooja,Cancelled
1207,459,2024-06-24,North,Priya,Cancelled
1208,284,2025-12-06,North,Anjali,Shipped
1209,14,2024-03-12,South,Vikram,Completed
1210,106,2025-11-06,East,Rohit,Completed
1211,233,2025-06-14,East,Rahul,Completed
1212,168,2024-06-09,West,Priya,Completed
1213,275,2024-03-11,West,Vikram,Completed
1214,67,2025-03-18,East,Pooja,Completed
1215,310,2025-08-24,East,Sneha,Pending
1216,367,2024-07-25,East,Rahul,Completed
1217,229,2025-09-11,West,Sneha,Pending
1218,169,2025-04-16,West,Pooja,Pending
1219,21,2025-10-23,East,Pooja,Completed
1220,359,2025-09-19,West,Amit,Shipped
1221,128,2025-03-18,Central,Pooja,Shipped
1222,467,2024-04-07,Central,Vikram,Cancelled
1223,485,2024-06-10,South,Karan,Cancelled
1224,276,2025-12-15,North,Sneha,Shipped
1225,211,2025-01-12,North,Priya,Completed
1226,259,2025-04-06,West,Amit,Completed
1227,107,2025-04-18,North,Rahul,Completed
1228,328,2024-12-17,West,Vikram,Completed
1229,204,2024-09-13,North,Priya,Cancelled
1230,470,2025-11-17,East,Pooja,Shipped
1231,237,2025-07-15,North,Sneha,Cancelled
1232,487,2025-04-27,South,Karan,Completed
1233,88,2024-04-12,Central,Amit,Completed
1234,64,2024-06-21,West,Priya,Cancelled
1235,391,2024-06-06,East,Pooja,Completed
1236,92,2025-11-22,North,Rohit,Completed
1237,227,2025-10-18,Central,Priya,Shipped
1238,354,2024-02-23,West,Anjali,Completed
1239,25,2024-09-12,South,Neha,Completed
1240,103,2025-03-07,North,Rahul,Completed
1241,173,2024-08-13,North,Priya,Cancelled
